_id,date,center_name,attendance_count
9298,2014-09-27,Brookline Community Center,146
9299,2014-09-27,Jefferson Community Center,12
9300,2014-09-27,Ormsby Community Center,89
9301,2014-09-27,West Penn Community Center,18
9302,2014-09-26,Phillips Community Center,73
9303,2014-09-26,Paulson Community Center,10
9304,2014-09-26,Warrington Community Center,5
9305,2014-09-26,Brookline Community Center,372
9306,2014-09-26,Ammon Community Center,49
9307,2014-09-26,Arlington Community Center,2
9308,2014-09-26,Ormsby Community Center,18
9309,2014-09-26,Jefferson Community Center,27
9310,2014-09-26,Magee Community Center,3
9311,2014-09-26,West Penn Community Center,47
9312,2014-09-25,Warrington Community Center,15
9313,2014-09-25,Paulson Community Center,42
9314,2014-09-25,Phillips Community Center,129
9315,2014-09-25,Arlington Community Center,12
9316,2014-09-25,Ammon Community Center,30
9317,2014-09-25,Brookline Community Center,206
9318,2014-09-25,Magee Community Center,29
9319,2014-09-25,Jefferson Community Center,41
9320,2014-09-25,Ormsby Community Center,108
9321,2014-09-25,West Penn Community Center,115
9322,2014-09-24,Phillips Community Center,45
9323,2014-09-24,Paulson Community Center,57
9324,2014-09-24,Warrington Community Center,18
9325,2014-09-24,Brookline Community Center,186
9326,2014-09-24,Ammon Community Center,69
9327,2014-09-24,Arlington Community Center,14
9328,2014-09-24,Ormsby Community Center,35
9329,2014-09-24,Jefferson Community Center,49
9330,2014-09-24,Magee Community Center,17
9331,2014-09-24,West Penn Community Center,53
9332,2014-09-23,Warrington Community Center,15
9333,2014-09-23,Paulson Community Center,34
9334,2014-09-23,Phillips Community Center,53
9335,2014-09-23,Arlington Community Center,16
9336,2014-09-23,Ammon Community Center,86
9337,2014-09-23,Brookline Community Center,194
9338,2014-09-23,Magee Community Center,24
9339,2014-09-23,Jefferson Community Center,26
9340,2014-09-23,Ormsby Community Center,113
9341,2014-09-23,West Penn Community Center,44
9342,2014-09-22,Phillips Community Center,76
9343,2014-09-22,Paulson Community Center,26
9344,2014-09-22,Warrington Community Center,7
9345,2014-09-22,Brookline Community Center,195
9346,2014-09-22,Ammon Community Center,87
9347,2014-09-22,Arlington Community Center,13
9348,2014-09-22,Ormsby Community Center,60
9349,2014-09-22,Jefferson Community Center,23
9350,2014-09-22,Magee Community Center,22
9351,2014-09-22,West Penn Community Center,52
9352,2014-09-21,Ormsby Community Center,45
9353,2014-09-20,Warrington Community Center,2
9354,2014-09-20,Phillips Community Center,7
9355,2014-09-20,Brookline Community Center,52
9356,2014-09-20,Ormsby Community Center,72
9357,2014-09-19,Phillips Community Center,70
9358,2014-09-19,Paulson Community Center,25
9359,2014-09-19,Warrington Community Center,4
9360,2014-09-19,Brookline Community Center,82
9361,2014-09-19,Arlington Community Center,12
9362,2014-09-19,Ormsby Community Center,17
9363,2014-09-19,Magee Community Center,10
9364,2014-09-19,Jefferson Community Center,28
9365,2014-09-19,West Penn Community Center,55
9366,2014-09-18,Warrington Community Center,15
9367,2014-09-18,Phillips Community Center,34
9368,2014-09-18,Arlington Community Center,24
9369,2014-09-18,Brookline Community Center,152
9370,2014-09-18,Jefferson Community Center,33
9371,2014-09-18,Ormsby Community Center,77
9372,2014-09-18,West Penn Community Center,138
9373,2014-09-17,Phillips Community Center,34
9374,2014-09-17,Brookline Community Center,159
9375,2014-09-17,Ormsby Community Center,24
9376,2014-09-17,Jefferson Community Center,28
9377,2014-09-16,Phillips Community Center,32
9378,2014-09-16,Paulson Community Center,34
9379,2014-09-16,Warrington Community Center,15
9380,2014-09-16,Brookline Community Center,102
9381,2014-09-16,Arlington Community Center,15
9382,2014-09-16,Ammon Community Center,46
9383,2014-09-16,Jefferson Community Center,25
9384,2014-09-16,Ormsby Community Center,86
9385,2014-09-16,West Penn Community Center,38
9386,2014-09-15,Warrington Community Center,13
9387,2014-09-15,Paulson Community Center,33
9388,2014-09-15,Phillips Community Center,50
9389,2014-09-15,Ammon Community Center,129
9390,2014-09-15,Arlington Community Center,18
9391,2014-09-15,Brookline Community Center,142
9392,2014-09-15,Ormsby Community Center,71
9393,2014-09-15,Jefferson Community Center,34
9394,2014-09-15,Magee Community Center,24
9395,2014-09-15,West Penn Community Center,60
9396,2014-09-13,Phillips Community Center,24
9397,2014-09-13,Warrington Community Center,16
9398,2014-09-13,Brookline Community Center,27
9399,2014-09-13,West Penn Community Center,14
9400,2014-09-12,Warrington Community Center,18
9401,2014-09-12,Phillips Community Center,35
9402,2014-09-12,Paulson Community Center,37
9403,2014-09-12,Brookline Community Center,78
9404,2014-09-12,Arlington Community Center,16
9405,2014-09-12,Magee Community Center,23
9406,2014-09-12,Jefferson Community Center,22
9407,2014-09-12,Ormsby Community Center,24
9408,2014-09-12,West Penn Community Center,48
9409,2014-09-11,Paulson Community Center,32
9410,2014-09-11,Phillips Community Center,25
9411,2014-09-11,Warrington Community Center,7
9412,2014-09-11,Arlington Community Center,29
9413,2014-09-11,Ammon Community Center,78
9414,2014-09-11,Brookline Community Center,131
9415,2014-09-11,Ormsby Community Center,31
9416,2014-09-11,Jefferson Community Center,22
9417,2014-09-11,Magee Community Center,15
9418,2014-09-11,West Penn Community Center,209
9419,2014-09-10,Warrington Community Center,7
9420,2014-09-10,Phillips Community Center,36
9421,2014-09-10,Paulson Community Center,30
9422,2014-09-10,Brookline Community Center,130
9423,2014-09-10,Ammon Community Center,121
9424,2014-09-10,Arlington Community Center,21
9425,2014-09-10,Magee Community Center,20
9426,2014-09-10,Jefferson Community Center,20
9427,2014-09-10,Ormsby Community Center,24
9428,2014-09-10,West Penn Community Center,63
9429,2014-09-09,Paulson Community Center,25
9430,2014-09-09,Phillips Community Center,51
9431,2014-09-09,Warrington Community Center,9
9432,2014-09-09,Arlington Community Center,13
9433,2014-09-09,Ammon Community Center,87
9434,2014-09-09,Brookline Community Center,190
9435,2014-09-09,Ormsby Community Center,30
9436,2014-09-09,Jefferson Community Center,18
9437,2014-09-09,Magee Community Center,23
9438,2014-09-09,West Penn Community Center,53
9439,2014-09-08,Warrington Community Center,24
9440,2014-09-08,Phillips Community Center,33
9441,2014-09-08,Paulson Community Center,34
9442,2014-09-08,Brookline Community Center,218
9443,2014-09-08,Ammon Community Center,82
9444,2014-09-08,Arlington Community Center,17
9445,2014-09-08,Magee Community Center,17
9446,2014-09-08,Jefferson Community Center,19
9447,2014-09-08,Ormsby Community Center,22
9448,2014-09-08,West Penn Community Center,40
9449,2014-09-06,Phillips Community Center,13
9450,2014-09-06,Warrington Community Center,5
9451,2014-09-06,Brookline Community Center,81
9452,2014-09-06,Ormsby Community Center,8
9453,2014-09-06,West Penn Community Center,13
9454,2014-09-05,Warrington Community Center,11
9455,2014-09-05,Phillips Community Center,119
9456,2014-09-05,Paulson Community Center,18
9457,2014-09-05,Brookline Community Center,128
9458,2014-09-05,Arlington Community Center,18
9459,2014-09-05,Ammon Community Center,60
9460,2014-09-05,Ormsby Community Center,24
9461,2014-09-05,Jefferson Community Center,14
9462,2014-09-05,Magee Community Center,12
9463,2014-09-05,West Penn Community Center,68
9464,2014-09-04,Paulson Community Center,27
9465,2014-09-04,Warrington Community Center,8
9466,2014-09-04,Phillips Park Field,95
9467,2014-09-04,Ammon Community Center,79
9468,2014-09-04,Arlington Community Center,32
9469,2014-09-04,Brookline Community Center,131
9470,2014-09-04,Magee Community Center,14
9471,2014-09-04,Jefferson Community Center,25
9472,2014-09-04,Ormsby Community Center,24
9473,2014-09-04,West Penn Community Center,57
9474,2014-09-03,Phillips Park Field,43
9475,2014-09-03,Warrington Community Center,12
9476,2014-09-03,Paulson Community Center,26
9477,2014-09-03,Brookline Community Center,235
9478,2014-09-03,Arlington Community Center,15
9479,2014-09-03,Ammon Community Center,85
9480,2014-09-03,Ormsby Community Center,21
9481,2014-09-03,Jefferson Community Center,22
9482,2014-09-03,Magee Community Center,14
9483,2014-09-03,West Penn Community Center,185
9484,2014-09-02,Paulson Community Center,28
9485,2014-09-02,Warrington Community Center,28
9486,2014-09-02,Phillips Park Field,79
9487,2014-09-02,Ammon Community Center,83
9488,2014-09-02,Arlington Community Center,26
9489,2014-09-02,Brookline Community Center,151
9490,2014-09-02,Magee Community Center,20
9491,2014-09-02,Jefferson Community Center,25
9492,2014-09-02,Ormsby Community Center,14
9493,2014-09-02,West Penn Community Center,124
9494,2014-08-30,Phillips Park Field,10
9495,2014-08-30,Ormsby Community Center,19
9496,2014-08-30,West Penn Community Center,37
9497,2014-08-29,Phillips Park Field,30
9498,2014-08-29,Warrington Community Center,7
9499,2014-08-29,Paulson Community Center,21
9500,2014-08-29,Brookline Community Center,179
9501,2014-08-29,Arlington Community Center,6
9502,2014-08-29,Ammon Community Center,46
9503,2014-08-29,Ormsby Community Center,11
9504,2014-08-29,Jefferson Community Center,10
9505,2014-08-29,Magee Community Center,13
9506,2014-08-29,West Penn Community Center,32
9507,2014-08-28,Paulson Community Center,29
9508,2014-08-28,Warrington Community Center,10
9509,2014-08-28,Phillips Park Field,39
9510,2014-08-28,Ammon Community Center,29
9511,2014-08-28,Brookline Community Center,229
9512,2014-08-28,Magee Community Center,22
9513,2014-08-28,Jefferson Community Center,30
9514,2014-08-28,West Penn Community Center,49
9515,2014-08-27,Phillips Park Field,48
9516,2014-08-27,Warrington Community Center,7
9517,2014-08-27,Paulson Community Center,24
9518,2014-08-27,Ammon Community Center,55
9519,2014-08-27,Arlington Community Center,112
9520,2014-08-27,Jefferson Community Center,24
9521,2014-08-27,Magee Community Center,12
9522,2014-08-27,West Penn Community Center,117
9523,2014-08-26,Paulson Community Center,26
9524,2014-08-26,Phillips Community Center,4
9525,2014-08-26,Warrington Community Center,3
9526,2014-08-26,Phillips Park Field,41
9527,2014-08-26,Arlington Community Center,11
9528,2014-08-26,Ammon Community Center,58
9529,2014-08-26,Brookline Community Center,144
9530,2014-08-26,Magee Community Center,23
9531,2014-08-26,Jefferson Community Center,27
9532,2014-08-26,West Penn Community Center,53
9533,2014-08-25,Phillips Community Center,65
9534,2014-08-25,Paulson Community Center,35
9535,2014-08-25,Brookline Community Center,167
9536,2014-08-25,Ammon Community Center,58
9537,2014-08-25,Arlington Community Center,28
9538,2014-08-25,Jefferson Community Center,33
9539,2014-08-25,Magee Community Center,29
9540,2014-08-25,West Penn Community Center,44
9541,2014-08-23,Phillips Community Center,304
9542,2014-08-23,Warrington Community Center,8
9543,2014-08-23,Brookline Community Center,36
9544,2014-08-23,West Penn Community Center,9
9545,2014-08-22,Warrington Community Center,7
9546,2014-08-22,Phillips Community Center,55
9547,2014-08-22,Paulson Community Center,16
9548,2014-08-22,Brookline Community Center,93
9549,2014-08-22,Ammon Community Center,55
9550,2014-08-22,Magee Community Center,8
9551,2014-08-22,Jefferson Community Center,21
9552,2014-08-22,West Penn Community Center,43
9553,2014-08-21,Paulson Community Center,22
9554,2014-08-21,Phillips Community Center,73
9555,2014-08-21,Warrington Community Center,7
9556,2014-08-21,Ammon Community Center,55
9557,2014-08-21,Arlington Community Center,34
9558,2014-08-21,Brookline Community Center,113
9559,2014-08-21,Jefferson Community Center,23
9560,2014-08-21,Magee Community Center,24
9561,2014-08-21,West Penn Community Center,27
9562,2014-08-20,Warrington Community Center,11
9563,2014-08-20,Phillips Community Center,31
9564,2014-08-20,Paulson Community Center,25
9565,2014-08-20,Brookline Community Center,131
9566,2014-08-20,Arlington Community Center,20
9567,2014-08-20,Ammon Community Center,39
9568,2014-08-20,Jefferson Community Center,20
9569,2014-08-20,West Penn Community Center,47
9570,2014-08-19,Paulson Community Center,16
9571,2014-08-19,Phillips Community Center,76
9572,2014-08-19,Warrington Community Center,5
9573,2014-08-19,Ammon Community Center,59
9574,2014-08-19,Brookline Community Center,155
9575,2014-08-19,Jefferson Community Center,19
9576,2014-08-19,Magee Community Center,13
9577,2014-08-19,West Penn Community Center,42
9578,2014-08-18,Warrington Community Center,14
9579,2014-08-18,Phillips Community Center,86
9580,2014-08-18,Paulson Community Center,15
9581,2014-08-18,Brookline Community Center,243
9582,2014-08-18,Ammon Community Center,42
9583,2014-08-18,Arlington Community Center,7
9584,2014-08-18,Magee Community Center,22
9585,2014-08-18,Jefferson Community Center,37
9586,2014-08-18,West Penn Community Center,48
9587,2014-08-16,Phillips Community Center,11
9588,2014-08-16,Warrington Community Center,8
9589,2014-08-16,Brookline Community Center,76
9590,2014-08-16,Magee Community Center,2
9591,2014-08-16,West Penn Community Center,8
9592,2014-08-15,Warrington Community Center,65
9593,2014-08-15,Phillips Community Center,24
9594,2014-08-15,Brookline Community Center,108
9595,2014-08-15,Arlington Community Center,45
9596,2014-08-15,Ammon Community Center,31
9597,2014-08-15,Magee Community Center,20
9598,2014-08-15,Jefferson Community Center,17
9599,2014-08-15,West Penn Community Center,45
9600,2014-08-14,Phillips Community Center,93
9601,2014-08-14,Warrington Community Center,6
9602,2014-08-14,Ammon Community Center,44
9603,2014-08-14,Arlington Community Center,125
9604,2014-08-14,Brookline Community Center,161
9605,2014-08-14,Jefferson Community Center,28
9606,2014-08-14,Magee Community Center,11
9607,2014-08-14,West Penn Community Center,69
9608,2014-08-13,Warrington Community Center,92
9609,2014-08-13,Phillips Community Center,77
9610,2014-08-13,Brookline Community Center,154
9611,2014-08-13,Arlington Community Center,120
9612,2014-08-13,Ammon Community Center,19
9613,2014-08-13,Magee Community Center,17
9614,2014-08-13,Jefferson Community Center,25
9615,2014-08-13,West Penn Community Center,106
9616,2014-08-12,Phillips Community Center,46
9617,2014-08-12,Warrington Community Center,10
